pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
16.6,27404,-56.1,-81.1,70.0,18.0,-16.91446717414635,-6.156362579862039,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
16.1,27598,-55.9,-80.9,58.0,20.0,-16.96096192312852,-10.598385284664097,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
16.0,27638,-55.8,-80.8,55.0,21.0,-17.20219293006883,-12.04510516337197,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
15.0,28051,-54.5,-79.5,35.0,14.0,-8.030070108914645,-11.468128620045885,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
14.3,28357,-53.5,-78.5,52.0,22.0,-17.336236579347883,-13.544552457164482,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
14.0,28493,-53.4,-78.3,60.0,26.0,-22.516660498395403,-13.000000000000004,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
13.9,28540,-53.3,-78.3,61.0,26.0,-22.74011238562429,-12.605050126404764,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
13.0,28970,-53.8,-78.8,75.0,24.0,-23.18221983093764,-6.211657082460498,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
12.8,29070,-53.9,-78.9,72.0,23.0,-21.87429987478853,-7.107390870623791,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
12.0,29484,-54.0,-78.3,60.0,18.0,-15.588457268119894,-9.000000000000002,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
11.7,29647,-54.1,-78.1,59.0,18.0,-15.429011412638022,-9.270685348380974,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
11.4,29813,-54.1,-78.1,57.0,18.0,-15.096070223017634,-9.803502630270488,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
11.0,30044,-53.3,-77.8,55.0,18.0,-14.744736797201853,-10.32437585431883,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
10.0,30660,-51.1,-77.1,55.0,9.0,-7.372368398600926,-5.162187927159415,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
9.3,31134,-49.3,-76.3,62.0,17.0,-15.010109078601756,-7.981016567360145,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
9.0,31350,-48.8,-76.0,65.0,21.0,-19.03246352776965,-8.874983496554687,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
8.0,32126,-46.9,-74.8,65.0,16.0,-14.500924592586399,-6.761892187851191,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
7.8,32293,-46.5,-74.5,60.0,17.0,-14.722431864335457,-8.500000000000002,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
7.1,32916,-47.3,-74.3,43.0,19.0,-12.957968841187471,-13.895720330764238,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
7.0,33010,-47.1,-74.1,40.0,19.0,-12.212964584044245,-14.554844419260583,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
6.1,33926,-44.5,-72.5,53.0,20.0,-15.972710200945857,-12.036300463040968,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
6.0,34037,-44.4,-72.4,55.0,20.0,-16.383040885779835,-11.471528727020923,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
5.9,34149,-44.3,-72.3,,,,,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
5.7,34380,-44.7,-72.7,,,,,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
